"","X","company_name","year","status_label_1yr","status_label_2yr","status_label_3yr","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X17","X18","X1_1yr","X1_2yr","X1_3yr","X2_1yr","X2_2yr","X2_3yr","X3_1yr","X3_2yr","X3_3yr","X4_1yr","X4_2yr","X4_3yr","X5_1yr","X5_2yr","X5_3yr","X6_1yr","X6_2yr","X6_3yr","X7_1yr","X7_2yr","X7_3yr","X8_1yr","X8_2yr","X8_3yr","X9_1yr","X9_2yr","X9_3yr","X10_1yr","X10_2yr","X10_3yr","X11_1yr","X11_2yr","X11_3yr","X12_1yr","X12_2yr","X12_3yr","X13_1yr","X13_2yr","X13_3yr","X14_1yr","X14_2yr","X14_3yr","X15_1yr","X15_2yr","X15_3yr","X17_1yr","X17_2yr","X17_3yr","X18_1yr","X18_2yr","X18_3yr"
"11885",19212,"C_3878",2002,"alive","alive","alive",65.132,11.418,4.648,9.332,6.046,5.185,14.165,511.0724,104.467,74.955,0.141,4.684,93.049,26.302,-125.013,26.443,95.135,54.352,69.403,32.31,9.819,9.385,6.221,3.797,2.421,1.515,-23.415,-16.738,-12.604,4.528,4.247,5.195,-26.12,-24.698,-12.538,10.331,6.641,5.45,294.7261,244.8036,219.525,70.111,43.419,29.927,64.323,78.315,39.783,0.275,0.397,0,-27.212,-19.159,-14.119,60.292,34.034,23.706,27.434,18.271,6.335,-129.963,-103.748,-76.008,27.709,18.668,6.335,93.526,60.157,42.531
"11886",19213,"C_3878",2003,"alive","alive","alive",85.772,12.318,3.978,10.673,7.794,6.76,16.951,555.6963,110.721,94.297,0,6.695,98.403,25.317,-118.453,25.317,100.048,65.132,54.352,69.403,11.418,9.819,9.385,4.648,3.797,2.421,9.332,-23.415,-16.738,6.046,4.528,4.247,5.185,-26.12,-24.698,14.165,10.331,6.641,511.0724,294.7261,244.8036,104.467,70.111,43.419,74.955,64.323,78.315,0.141,0.275,0.397,4.684,-27.212,-19.159,93.049,60.292,34.034,26.302,27.434,18.271,-125.013,-129.963,-103.748,26.443,27.709,18.668,95.135,93.526,60.157
"11887",19214,"C_3878",2004,"alive","alive","alive",89.853,12.301,3.275,-9.63,8.545,-12.218,16.476,933.9959,103.443,98.855,0,-12.905,91.142,23.05,-130.573,23.259,113.073,85.772,65.132,54.352,12.318,11.418,9.819,3.978,4.648,3.797,10.673,9.332,-23.415,7.794,6.046,4.528,6.76,5.185,-26.12,16.951,14.165,10.331,555.6963,511.0724,294.7261,110.721,104.467,70.111,94.297,74.955,64.323,0,0.141,0.275,6.695,4.684,-27.212,98.403,93.049,60.292,25.317,26.302,27.434,-118.453,-125.013,-129.963,25.317,26.443,27.709,100.048,95.135,93.526
"11888",19215,"C_3878",2005,"alive","alive","alive",137.276,12.471,3.351,-55.881,17.305,-59.069,21.342,590.8812,123.442,152.3,0,-59.232,110.971,146.522,-221.116,147.67,179.323,89.853,85.772,65.132,12.301,12.318,11.418,3.275,3.978,4.648,-9.63,10.673,9.332,8.545,7.794,6.046,-12.218,6.76,5.185,16.476,16.951,14.165,933.9959,555.6963,511.0724,103.443,110.721,104.467,98.855,94.297,74.955,0,0,0.141,-12.905,6.695,4.684,91.142,98.403,93.049,23.05,25.317,26.302,-130.573,-118.453,-125.013,23.259,25.317,26.443,113.073,100.048,95.135
"11889",19216,"C_3878",2006,"alive","alive","alive",125.427,14.549,3.709,-27.917,17.581,-51.18,18.914,577.104,130.968,137.645,0,-31.626,116.419,153.412,-271.945,153.707,158.885,137.276,89.853,85.772,12.471,12.301,12.318,3.351,3.275,3.978,-55.881,-9.63,10.673,17.305,8.545,7.794,-59.069,-12.218,6.76,21.342,16.476,16.951,590.8812,933.9959,555.6963,123.442,103.443,110.721,152.3,98.855,94.297,0,0,0,-59.232,-12.905,6.695,110.971,91.142,98.403,146.522,23.05,25.317,-221.116,-130.573,-118.453,147.67,23.259,25.317,179.323,113.073,100.048
"11890",19217,"C_3878",2007,"alive","alive","alive",127.036,18.029,3.064,-6.666,12.83,-10.335,20.04,425.415,121.23,136.231,125,-9.73,103.201,17.288,-281.99,151.454,127.896,125.427,137.276,89.853,14.549,12.471,12.301,3.709,3.351,3.275,-27.917,-55.881,-9.63,17.581,17.305,8.545,-51.18,-59.069,-12.218,18.914,21.342,16.476,577.104,590.8812,933.9959,130.968,123.442,103.443,137.645,152.3,98.855,0,0,0,-31.626,-59.232,-12.905,116.419,110.971,91.142,153.412,146.522,23.05,-271.945,-221.116,-130.573,153.707,147.67,23.259,158.885,179.323,113.073
"11891",19218,"C_3878",2008,"alive","alive","alive",104.534,17.861,2.18,21.169,12.841,26.721,22.251,362.1537,143.601,112.044,62.339,18.989,125.74,17.645,-217.559,87.632,122.432,127.036,125.427,137.276,18.029,14.549,12.471,3.064,3.709,3.351,-6.666,-27.917,-55.881,12.83,17.581,17.305,-10.335,-51.18,-59.069,20.04,18.914,21.342,425.415,577.104,590.8812,121.23,130.968,123.442,136.231,137.645,152.3,125,0,0,-9.73,-31.626,-59.232,103.201,116.419,110.971,17.288,153.412,146.522,-281.99,-271.945,-221.116,151.454,153.707,147.67,127.896,158.885,179.323
"11892",19219,"C_3878",2009,"alive","alive","alive",115.245,18.679,2.229,39.091,14.208,78.449,26.185,540.981,167.776,155.764,15.46,36.862,149.097,23.325,-138.936,44.904,128.685,104.534,127.036,125.427,17.861,18.029,14.549,2.18,3.064,3.709,21.169,-6.666,-27.917,12.841,12.83,17.581,26.721,-10.335,-51.18,22.251,20.04,18.914,362.1537,425.415,577.104,143.601,121.23,130.968,112.044,136.231,137.645,62.339,125,0,18.989,-9.73,-31.626,125.74,103.201,116.419,17.645,17.288,153.412,-217.559,-281.99,-271.945,87.632,151.454,153.707,122.432,127.896,158.885
"11893",19220,"C_3878",2010,"alive","alive","alive",151.6,19.727,3.293,52.48,15.271,46.726,28.578,1006.3784,190.464,211.469,0,49.187,170.737,29.134,-92.717,36.016,137.984,115.245,104.534,127.036,18.679,17.861,18.029,2.229,2.18,3.064,39.091,21.169,-6.666,14.208,12.841,12.83,78.449,26.721,-10.335,26.185,22.251,20.04,540.981,362.1537,425.415,167.776,143.601,121.23,155.764,112.044,136.231,15.46,62.339,125,36.862,18.989,-9.73,149.097,125.74,103.201,23.325,17.645,17.288,-138.936,-217.559,-281.99,44.904,87.632,151.454,128.685,122.432,127.896
"11894",19221,"C_3878",2011,"alive","alive","alive",161.103,15.435,4.221,65.647,14.386,36.078,29.267,1054.3607,218.503,211.908,0,61.426,203.068,23.037,-55.646,28.439,152.856,151.6,115.245,104.534,19.727,18.679,17.861,3.293,2.229,2.18,52.48,39.091,21.169,15.271,14.208,12.841,46.726,78.449,26.721,28.578,26.185,22.251,1006.3784,540.981,362.1537,190.464,167.776,143.601,211.469,155.764,112.044,0,15.46,62.339,49.187,36.862,18.989,170.737,149.097,125.74,29.134,23.325,17.645,-92.717,-138.936,-217.559,36.016,44.904,87.632,137.984,128.685,122.432
"11895",19222,"C_3878",2012,"alive","alive","alive",207.358,17.268,4.639,82.986,17.718,46.358,39.45,1192.8777,254.32,264.043,0,78.347,237.052,29.025,-34.743,34.475,171.334,161.103,151.6,115.245,15.435,19.727,18.679,4.221,3.293,2.229,65.647,52.48,39.091,14.386,15.271,14.208,36.078,46.726,78.449,29.267,28.578,26.185,1054.3607,1006.3784,540.981,218.503,190.464,167.776,211.908,211.469,155.764,0,0,15.46,61.426,49.187,36.862,203.068,170.737,149.097,23.037,29.134,23.325,-55.646,-92.717,-138.936,28.439,36.016,44.904,152.856,137.984,128.685
"11896",19223,"C_3878",2013,"alive","alive","alive",220.431,21.752,5.602,93.057,17.63,54.89,50.674,1582.2934,282.014,294.191,0,87.455,260.262,29.898,20.434,35.091,188.957,207.358,161.103,151.6,17.268,15.435,19.727,4.639,4.221,3.293,82.986,65.647,52.48,17.718,14.386,15.271,46.358,36.078,46.726,39.45,29.267,28.578,1192.8777,1054.3607,1006.3784,254.32,218.503,190.464,264.043,211.908,211.469,0,0,0,78.347,61.426,49.187,237.052,203.068,170.737,29.025,23.037,29.134,-34.743,-55.646,-92.717,34.475,28.439,36.016,171.334,152.856,137.984
"11897",19229,"C_3879",2002,"alive","alive","alive",198.315,389.332,41.2,65.226,0,-29.363,144.237,419.0225,494.01,701.644,120.73,24.026,104.678,123.255,155.817,260.456,428.784,180.681,143.742,149.48,303.955,233.962,302.452,38.271,32.386,39.4,66.443,33.552,57.29,0,0,0,6.156,-16.69,-1.131,146.595,101.847,101.435,827.2639,1262.9319,786.9536,406.104,298.745,387.452,748.177,730.187,755.935,208.244,209.953,232.242,28.172,1.166,17.89,102.149,64.783,85,116.123,105.793,90.919,184.178,179.465,196.155,351.413,343.163,357.757,339.661,265.193,330.162
"11898",19230,"C_3879",2003,"alive","alive","alive",153.329,441.268,37.7,7.964,0,-68.329,118.613,519.5767,488.719,620.831,118.085,-29.736,47.451,116.008,87.921,243.76,480.755,198.315,180.681,143.742,389.332,303.955,233.962,41.2,38.271,32.386,65.226,66.443,33.552,0,0,0,-29.363,6.156,-16.69,144.237,146.595,101.847,419.0225,827.2639,1262.9319,494.01,406.104,298.745,701.644,748.177,730.187,120.73,208.244,209.953,24.026,28.172,1.166,104.678,102.149,64.783,123.255,116.123,105.793,155.817,184.178,179.465,260.456,351.413,343.163,428.784,339.661,265.193
"11899",19231,"C_3879",2004,"alive","alive","alive",297.305,366.375,32.5,69.833,0,22.432,131.076,932.8157,474.131,704.787,77.22,37.333,107.756,145.103,110.353,254.059,404.298,153.329,198.315,180.681,441.268,389.332,303.955,37.7,41.2,38.271,7.964,65.226,66.443,0,0,0,-68.329,-29.363,6.156,118.613,144.237,146.595,519.5767,419.0225,827.2639,488.719,494.01,406.104,620.831,701.644,748.177,118.085,120.73,208.244,-29.736,24.026,28.172,47.451,104.678,102.149,116.008,123.255,116.123,87.921,155.817,184.178,243.76,260.456,351.413,480.755,428.784,339.661
"11900",19232,"C_3879",2005,"alive","alive","alive",469.021,534.568,37.2,106.831,0,34.758,257.724,1297.8044,689.815,857.314,73.26,69.631,155.247,236.971,145.111,360.509,582.984,297.305,153.329,198.315,366.375,441.268,389.332,32.5,37.7,41.2,69.833,7.964,65.226,0,0,0,22.432,-68.329,-29.363,131.076,118.613,144.237,932.8157,519.5767,419.0225,474.131,488.719,494.01,704.787,620.831,701.644,77.22,118.085,120.73,37.333,-29.736,24.026,107.756,47.451,104.678,145.103,116.008,123.255,110.353,87.921,155.817,254.059,243.76,260.456,404.298,480.755,428.784
"11901",19233,"C_3879",2006,"alive","alive","alive",683.138,849.103,37.9,314.637,0,199.745,288.238,1515.6001,1234.849,1070.997,69.3,276.737,385.746,223.012,345.75,345.432,920.212,469.021,297.305,153.329,534.568,366.375,441.268,37.2,32.5,37.7,106.831,69.833,7.964,0,0,0,34.758,22.432,-68.329,257.724,131.076,118.613,1297.8044,932.8157,519.5767,689.815,474.131,488.719,857.314,704.787,620.831,73.26,77.22,118.085,69.631,37.333,-29.736,155.247,107.756,47.451,236.971,145.103,116.008,145.111,110.353,87.921,360.509,254.059,243.76,582.984,404.298,480.755
"11902",19234,"C_3879",2007,"alive","alive","alive",1142.216,689.168,30.6,223.77,0,159.96,274.185,2465.3777,992.513,1589.798,390.34,193.17,303.345,299.199,511.303,736.206,768.743,683.138,469.021,297.305,849.103,534.568,366.375,37.9,37.2,32.5,314.637,106.831,69.833,0,0,0,199.745,34.758,22.432,288.238,257.724,131.076,1515.6001,1297.8044,932.8157,1234.849,689.815,474.131,1070.997,857.314,704.787,69.3,73.26,77.22,276.737,69.631,37.333,385.746,155.247,107.756,223.012,236.971,145.103,345.75,145.111,110.353,345.432,360.509,254.059,920.212,582.984,404.298
"11903",19235,"C_3879",2008,"alive","alive","alive",714.185,1049.281,35.3,-73.657,0,-117.361,266.029,396.1848,1070.988,1485.594,386.38,-108.957,21.707,333.291,386.452,761.878,1144.645,1142.216,683.138,469.021,689.168,849.103,534.568,30.6,37.9,37.2,223.77,314.637,106.831,0,0,0,159.96,199.745,34.758,274.185,288.238,257.724,2465.3777,1515.6001,1297.8044,992.513,1234.849,689.815,1589.798,1070.997,857.314,390.34,69.3,73.26,193.17,276.737,69.631,303.345,385.746,155.247,299.199,223.012,236.971,511.303,345.75,145.111,736.206,345.432,360.509,768.743,920.212,582.984
"11904",19236,"C_3879",2009,"alive","alive","alive",680.768,719.401,35.9,125.782,0,73.731,252.842,811.8147,914.348,1524.193,294.366,89.882,194.947,275.159,459.984,654.694,788.566,714.185,1142.216,683.138,1049.281,689.168,849.103,35.3,30.6,37.9,-73.657,223.77,314.637,0,0,0,-117.361,159.96,199.745,266.029,274.185,288.238,396.1848,2465.3777,1515.6001,1070.988,992.513,1234.849,1485.594,1589.798,1070.997,386.38,390.34,69.3,-108.957,193.17,276.737,21.707,303.345,385.746,333.291,299.199,223.012,386.452,511.303,345.75,761.878,736.206,345.432,1144.645,768.743,920.212
"11905",19237,"C_3879",2010,"alive","alive","alive",521.231,504.964,30.3,-6.21,0,-95.662,96.845,800.4427,568.108,1343.741,299.405,-36.51,63.144,195.41,363.998,563.052,574.318,680.768,714.185,1142.216,719.401,1049.281,689.168,35.9,35.3,30.6,125.782,-73.657,223.77,0,0,0,73.731,-117.361,159.96,252.842,266.029,274.185,811.8147,396.1848,2465.3777,914.348,1070.988,992.513,1524.193,1485.594,1589.798,294.366,386.38,390.34,89.882,-108.957,193.17,194.947,21.707,303.345,275.159,333.291,299.199,459.984,386.452,511.303,654.694,761.878,736.206,788.566,1144.645,768.743
"11906",19238,"C_388",2002,"alive","alive","alive",1707.1,6529.098,494.553,1952.762,195.451,658.494,906.301,9160.6111,8481.86,18820.31,6206.917,1458.209,1952.762,2307.003,5371.46,12677.761,6529.098,1430.095,2015.987,1714.565,7515.701,7511.058,5545.626,526.235,586.407,526.182,2118.261,1920.333,1945.697,220.699,242.929,222.563,695.835,596.428,714.208,738.076,1078.759,770.019,8562.2529,8163.0395,7376.4795,9633.962,9431.391,7491.323,16996.111,16767.245,15531.476,5542.305,5446.913,4559.148,1592.026,1333.926,1419.515,2118.261,1920.333,1945.697,2210.565,2337.179,2101.339,5186.034,5002.967,4884.977,11070.708,11045.243,9869.856,7515.701,7511.058,5545.626
"11907",19239,"C_388",2003,"alive","alive","alive",1592,7880,529,1947,283,539,1035,9713.3784,9827,20966,6769,1418,1947,1911,5435,14288,7880,1707.1,1430.095,2015.987,6529.098,7515.701,7511.058,494.553,526.235,586.407,1952.762,2118.261,1920.333,195.451,220.699,242.929,658.494,695.835,596.428,906.301,738.076,1078.759,9160.6111,8562.2529,8163.0395,8481.86,9633.962,9431.391,18820.31,16996.111,16767.245,6206.917,5542.305,5446.913,1458.209,1592.026,1333.926,1952.762,2118.261,1920.333,2307.003,2210.565,2337.179,5371.46,5186.034,5002.967,12677.761,11070.708,11045.243,6529.098,7515.701,7511.058
"11908",19240,"C_388",2004,"alive","alive","alive",1715,7984,551,1898,307,548,1012,10609.9875,9882,22560,6594,1347,1898,2224,5442,15254,7984,1592,1707.1,1430.095,7880,6529.098,7515.701,529,494.553,526.235,1947,1952.762,2118.261,283,195.451,220.699,539,658.494,695.835,1035,906.301,738.076,9713.3784,9160.6111,8562.2529,9827,8481.86,9633.962,20966,18820.31,16996.111,6769,6206.917,5542.305,1418,1458.209,1592.026,1947,1952.762,2118.261,1911,2307.003,2210.565,5435,5371.46,5186.034,14288,12677.761,11070.708,7880,6529.098,7515.701
"11909",19241,"C_388",2005,"alive","alive","alive",3153,9584,584,2106,425,730,1491,11364.1004,11690,24850,7428,1522,2106,3323,5571,17285,9584,1715,1592,1707.1,7984,7880,6529.098,551,529,494.553,1898,1947,1952.762,307,283,195.451,548,539,658.494,1012,1035,906.301,10609.9875,9713.3784,9160.6111,9882,9827,8481.86,22560,20966,18820.31,6594,6769,6206.917,1347,1418,1458.209,1898,1947,1952.762,2224,1911,2307.003,5442,5435,5371.46,15254,14288,12677.761,7984,7880,6529.098
"11910",19242,"C_388",2006,"alive","alive","alive",2937,9849,621,2288,466,748,1469,12375.9099,12137,26699,8324,1667,2288,2917,5721,18441,9849,3153,1715,1592,9584,7984,7880,584,551,529,2106,1898,1947,425,307,283,730,548,539,1491,1012,1035,11364.1004,10609.9875,9713.3784,11690,9882,9827,24850,22560,20966,7428,6594,6769,1522,1347,1418,2106,1898,1947,3323,2224,1911,5571,5442,5435,17285,15254,14288,9584,7984,7880
"11911",19243,"C_388",2007,"alive","alive","alive",2605,10605,645,2515,405,940,1524,13288.4213,13120,28343,7633,1870,2515,3895,6070,19011,10605,2937,3153,1715,9849,9584,7984,621,584,551,2288,2106,1898,466,425,307,748,730,548,1469,1491,1012,12375.9099,11364.1004,10609.9875,12137,11690,9882,26699,24850,22560,8324,7428,6594,1667,1522,1347,2288,2106,1898,2917,3323,2224,5721,5571,5442,18441,17285,15254,9849,9584,7984
"11912",19244,"C_388",2008,"alive","alive","alive",3319,11207,717,2376,516,1207,1422,10655.9975,13583,33498,9249,1659,2376,3205,6618,23587,11207,2605,2937,3153,10605,9849,9584,645,621,584,2515,2288,2106,405,466,425,940,748,730,1524,1469,1491,13288.4213,12375.9099,11364.1004,13120,12137,11690,28343,26699,24850,7633,8324,7428,1870,1667,1522,2515,2288,2106,3895,2917,3323,6070,5721,5571,19011,18441,17285,10605,9849,9584
"11913",19245,"C_388",2009,"alive","alive","alive",3243,10342,791,2690,355,879,2015,12771.4633,13032,33873,9868,1899,2690,2952,6862,23411,10342,3319,2605,2937,11207,10605,9849,717,645,621,2376,2515,2288,516,405,466,1207,940,748,1422,1524,1469,10655.9975,13288.4213,12375.9099,13583,13120,12137,33498,28343,26699,9249,7633,8324,1659,1870,1667,2376,2515,2288,3205,3895,2917,6618,6070,5721,23587,19011,18441,11207,10605,9849
"11914",19246,"C_388",2010,"alive","alive","alive",3507,10365,840,2960,348,1003,2111,14455.4051,13325,36146,10678,2120,2960,2366,7180,24872,10365,3243,3319,2605,10342,11207,10605,791,717,645,2690,2376,2515,355,516,405,879,1207,940,2015,1422,1524,12771.4633,10655.9975,13288.4213,13032,13583,13120,33873,33498,28343,9868,9249,7633,1899,1659,1870,2690,2376,2515,2952,3205,3895,6862,6618,6070,23411,23587,19011,10342,11207,10605
"11915",19247,"C_388",2011,"alive","alive","alive",3638,9815,884,3123,356,1062,1900,18167.9047,12938,39214,10145,2239,3123,2987,7510,27565,9815,3507,3243,3319,10365,10342,11207,840,791,717,2960,2690,2376,348,355,516,1003,879,1207,2111,2015,1422,14455.4051,12771.4633,10655.9975,13325,13032,13583,36146,33873,33498,10678,9868,9249,2120,1899,1659,2960,2690,2376,2366,2952,3205,7180,6862,6618,24872,23411,23587,10365,10342,11207
"11916",19248,"C_388",2012,"alive","alive","alive",3451,8894,955,3294,330,1141,1966,16266.1109,12188,41209,10064,2339,3294,3945,7944,29340,8894,3638,3507,3243,9815,10365,10342,884,840,791,3123,2960,2690,356,348,355,1062,1003,879,1900,2111,2015,18167.9047,14455.4051,12771.4633,12938,13325,13032,39214,36146,33873,10145,10678,9868,2239,2120,1899,3123,2960,2690,2987,2366,2952,7510,7180,6862,27565,24872,23411,9815,10365,10342
"11917",19249,"C_388",2013,"alive","alive","alive",3891,9086,1024,3268,363,1062,2005,16189.9642,12354,40647,10490,2244,3268,4730,8313,28402,9086,3451,3638,3507,8894,9815,10365,955,884,840,3294,3123,2960,330,356,348,1141,1062,1003,1966,1900,2111,16266.1109,18167.9047,14455.4051,12188,12938,13325,41209,39214,36146,10064,10145,10678,2339,2239,2120,3294,3123,2960,3945,2987,2366,7944,7510,7180,29340,27565,24872,8894,9815,10365
"11918",19255,"C_3880",2002,"alive","alive","alive",61.678,57.311,5.222,-26.743,4.585,-27.761,18.754,133.6904,77.795,106.414,0.971,-31.965,20.484,23.862,13.068,26.614,104.538,84.468,79.158,67.55,32.426,30.324,27.316,4.203,3.023,2.854,17.348,12.834,10.317,6.259,3.994,4.597,9.166,7.817,4.451,17.294,14.572,12.333,566.58,566.3103,143.6673,87.671,77.096,66.722,129.31,112.009,94.025,8.74,11.905,6.177,13.145,9.811,7.463,55.245,46.772,39.406,17.8,10.709,7.622,40.402,30.293,22.779,27.871,22.614,13.799,70.323,64.262,56.405
"11919",19256,"C_3880",2003,"alive","alive","alive",35.763,26.291,5.191,-24.033,4.45,-32.294,8.242,114.207,59.532,75.027,0.751,-29.224,33.241,20.973,-19.143,26.689,83.565,61.678,84.468,79.158,57.311,32.426,30.324,5.222,4.203,3.023,-26.743,17.348,12.834,4.585,6.259,3.994,-27.761,9.166,7.817,18.754,17.294,14.572,133.6904,566.58,566.3103,77.795,87.671,77.096,106.414,129.31,112.009,0.971,8.74,11.905,-31.965,13.145,9.811,20.484,55.245,46.772,23.862,17.8,10.709,13.068,40.402,30.293,26.614,27.871,22.614,104.538,70.323,64.262
"11920",19257,"C_3880",2004,"alive","alive","alive",37.661,32.423,5.202,-16.617,4.767,-18.749,12.25,165.5441,62.384,73.261,0.53,-21.819,29.961,17.972,-37.896,23.601,79.001,35.763,61.678,84.468,26.291,57.311,32.426,5.191,5.222,4.203,-24.033,-26.743,17.348,4.45,4.585,6.259,-32.294,-27.761,9.166,8.242,18.754,17.294,114.207,133.6904,566.58,59.532,77.795,87.671,75.027,106.414,129.31,0.751,0.971,8.74,-29.224,-31.965,13.145,33.241,20.484,55.245,20.973,23.862,17.8,-19.143,13.068,40.402,26.689,26.614,27.871,83.565,104.538,70.323
"11921",19258,"C_3880",2005,"alive","alive","alive",45.201,27.663,4.759,-3.815,4.609,-19.535,12.087,82.4646,69.282,76.809,0,-8.574,41.619,21.279,-58.446,26.188,73.097,37.661,35.763,61.678,32.423,26.291,57.311,5.202,5.191,5.222,-16.617,-24.033,-26.743,4.767,4.45,4.585,-18.749,-32.294,-27.761,12.25,8.242,18.754,165.5441,114.207,133.6904,62.384,59.532,77.795,73.261,75.027,106.414,0.53,0.751,0.971,-21.819,-29.224,-31.965,29.961,33.241,20.484,17.972,20.973,23.862,-37.896,-19.143,13.068,23.601,26.689,26.614,79.001,83.565,104.538
"11922",19259,"C_3880",2006,"alive","alive","alive",49.385,30.061,4.56,4.058,5.153,0.365,13.956,190.5386,81.311,79.865,0.124,-0.502,51.25,22.913,-59.017,27.777,77.253,45.201,37.661,35.763,27.663,32.423,26.291,4.759,5.202,5.191,-3.815,-16.617,-24.033,4.609,4.767,4.45,-19.535,-18.749,-32.294,12.087,12.25,8.242,82.4646,165.5441,114.207,69.282,62.384,59.532,76.809,73.261,75.027,0,0.53,0.751,-8.574,-21.819,-29.224,41.619,29.961,33.241,21.279,17.972,20.973,-58.446,-37.896,-19.143,26.188,23.601,26.689,73.097,79.001,83.565
"11923",19260,"C_3880",2007,"alive","alive","alive",65.452,31.612,3.929,12.228,5.607,7.201,13.684,219.2372,94.763,92.684,0.081,8.299,63.151,24.702,-52.981,30.057,82.535,49.385,45.201,37.661,30.061,27.663,32.423,4.56,4.759,5.202,4.058,-3.815,-16.617,5.153,4.609,4.767,0.365,-19.535,-18.749,13.956,12.087,12.25,190.5386,82.4646,165.5441,81.311,69.282,62.384,79.865,76.809,73.261,0.124,0,0.53,-0.502,-8.574,-21.819,51.25,41.619,29.961,22.913,21.279,17.972,-59.017,-58.446,-37.896,27.777,26.188,23.601,77.253,73.097,79.001
"11924",19261,"C_3880",2008,"alive","alive","alive",80.367,33.454,3.811,17.465,7.077,32.908,13.999,273.3074,105.059,125.995,0.349,13.654,71.605,20.997,-20.153,26.669,87.594,65.452,49.385,45.201,31.612,30.061,27.663,3.929,4.56,4.759,12.228,4.058,-3.815,5.607,5.153,4.609,7.201,0.365,-19.535,13.684,13.956,12.087,219.2372,190.5386,82.4646,94.763,81.311,69.282,92.684,79.865,76.809,0.081,0.124,0,8.299,-0.502,-8.574,63.151,51.25,41.619,24.702,22.913,21.279,-52.981,-59.017,-58.446,30.057,27.777,26.188,82.535,77.253,73.097
"11925",19262,"C_3880",2009,"alive","alive","alive",95.528,37.654,4.263,18.759,6.446,8.679,14.636,182.8095,111.685,133.859,0.315,14.496,74.031,19.216,-12.39,23.413,92.926,80.367,65.452,49.385,33.454,31.612,30.061,3.811,3.929,4.56,17.465,12.228,4.058,7.077,5.607,5.153,32.908,7.201,0.365,13.999,13.684,13.956,273.3074,219.2372,190.5386,105.059,94.763,81.311,125.995,92.684,79.865,0.349,0.081,0.124,13.654,8.299,-0.502,71.605,63.151,51.25,20.997,24.702,22.913,-20.153,-52.981,-59.017,26.669,30.057,27.777,87.594,82.535,77.253
"11926",19263,"C_3880",2010,"alive","alive","alive",101.49,42.698,3.937,20.716,6.429,3.944,14.313,151.2234,116.645,137.438,0,16.779,73.947,19.328,-8.44,23.496,95.929,95.528,80.367,65.452,37.654,33.454,31.612,4.263,3.811,3.929,18.759,17.465,12.228,6.446,7.077,5.607,8.679,32.908,7.201,14.636,13.999,13.684,182.8095,273.3074,219.2372,111.685,105.059,94.763,133.859,125.995,92.684,0.315,0.349,0.081,14.496,13.654,8.299,74.031,71.605,63.151,19.216,20.997,24.702,-12.39,-20.153,-52.981,23.413,26.669,30.057,92.926,87.594,82.535
"11927",19264,"C_3880",2011,"alive","alive","alive",83.87,38.822,4.96,20.813,7.32,7.371,17.505,133.4496,119.626,147.864,0,15.853,80.804,21.457,-1.043,26.326,98.813,101.49,95.528,80.367,42.698,37.654,33.454,3.937,4.263,3.811,20.716,18.759,17.465,6.429,6.446,7.077,3.944,8.679,32.908,14.313,14.636,13.999,151.2234,182.8095,273.3074,116.645,111.685,105.059,137.438,133.859,125.995,0,0.315,0.349,16.779,14.496,13.654,73.947,74.031,71.605,19.328,19.216,20.997,-8.44,-12.39,-20.153,23.496,23.413,26.669,95.929,92.926,87.594
"11928",19265,"C_3880",2012,"alive","alive","alive",77.503,41.067,5.633,20.312,10.557,7.946,16.52,171.1506,131.718,157.156,0,14.679,90.651,21.43,5.497,29.044,111.406,83.87,101.49,95.528,38.822,42.698,37.654,4.96,3.937,4.263,20.813,20.716,18.759,7.32,6.429,6.446,7.371,3.944,8.679,17.505,14.313,14.636,133.4496,151.2234,182.8095,119.626,116.645,111.685,147.864,137.438,133.859,0,0,0.315,15.853,16.779,14.496,80.804,73.947,74.031,21.457,19.328,19.216,-1.043,-8.44,-12.39,26.326,23.496,23.413,98.813,95.929,92.926
"11929",19266,"C_3880",2013,"alive","alive","alive",106.327,45.082,5.843,21.271,9.771,16.172,18.307,308.6458,140.763,174.683,0,15.428,95.681,20.722,18.748,29.936,119.492,77.503,83.87,101.49,41.067,38.822,42.698,5.633,4.96,3.937,20.312,20.813,20.716,10.557,7.32,6.429,7.946,7.371,3.944,16.52,17.505,14.313,171.1506,133.4496,151.2234,131.718,119.626,116.645,157.156,147.864,137.438,0,0,0,14.679,15.853,16.779,90.651,80.804,73.947,21.43,21.457,19.328,5.497,-1.043,-8.44,29.044,26.326,23.496,111.406,98.813,95.929
"11930",19272,"C_3881",2002,"alive","alive","alive",6.412,33.441,0.16,-1.296,0.603,-1.676,3.288,2.7708,39.032,7.802,0,-1.456,5.591,2.749,-6.219,2.749,40.328,9.503,14.548,13.68,46.539,60.078,96.062,0.418,0.463,0.698,-4.135,0.801,-0.62,1.667,2.357,1.11,-4.525,0.297,-4.3,5.255,10.543,8.785,5.7413,15.0663,28.3224,53.051,71.938,107.436,11.109,16.491,16.005,0,0,0,-4.553,0.338,-1.318,6.512,11.86,11.374,4.25,5.206,4.547,-4.543,-0.018,-0.315,4.25,5.206,4.547,57.186,71.137,108.056
